anchor,positive,negative,anchor_identity,positive_identity,negative_identity,subgroup
data\raw\images\fairface_0008833.jpg,data\raw\images\fairface_0008855.jpg,data\raw\images\fairface_0007159.jpg,train_identity_1031,train_identity_1031,train_identity_1423,Male_0-19_Medium
data\raw\images\fairface_0008863.jpg,data\raw\images\fairface_0008876.jpg,data\raw\images\fairface_0009018.jpg,train_identity_1032,train_identity_1032,train_identity_1033,Male_0-19_Medium
data\raw\images\fairface_0008863.jpg,data\raw\images\fairface_0008905.jpg,data\raw\images\fairface_0002620.jpg,train_identity_1032,train_identity_1032,train_identity_0960,Male_0-19_Medium
data\raw\images\fairface_0008863.jpg,data\raw\images\fairface_0008920.jpg,data\raw\images\fairface_0002680.jpg,train_identity_1032,train_identity_1032,train_identity_0876,Male_0-19_Medium
data\raw\images\fairface_0008876.jpg,data\raw\images\fairface_0008905.jpg,data\raw\images\fairface_0000591.jpg,train_identity_1032,train_identity_1032,train_identity_0862,Male_0-19_Medium
data\raw\images\fairface_0008876.jpg,data\raw\images\fairface_0008920.jpg,data\raw\images\fairface_0001327.jpg,train_identity_1032,train_identity_1032,train_identity_0945,Male_0-19_Medium
data\raw\images\fairface_0008905.jpg,data\raw\images\fairface_0008920.jpg,data\raw\images\fairface_0003049.jpg,train_identity_1032,train_identity_1032,train_identity_1146,Male_0-19_Medium
data\raw\images\fairface_0008977.jpg,data\raw\images\fairface_0009012.jpg,data\raw\images\fairface_0002653.jpg,train_identity_1033,train_identity_1033,train_identity_1572,Male_0-19_Medium
data\raw\images\fairface_0008977.jpg,data\raw\images\fairface_0009018.jpg,data\raw\images\fairface_0007226.jpg,train_identity_1033,train_identity_1033,train_identity_0182,Male_0-19_Medium
data\raw\images\fairface_0008977.jpg,data\raw\images\fairface_0009044.jpg,data\raw\images\fairface_0000452.jpg,train_identity_1033,train_identity_1033,train_identity_1261,Male_0-19_Medium
data\raw\images\fairface_0009012.jpg,data\raw\images\fairface_0009018.jpg,data\raw\images\fairface_0007277.jpg,train_identity_1033,train_identity_1033,train_identity_1613,Male_0-19_Medium
data\raw\images\fairface_0009012.jpg,data\raw\images\fairface_0009044.jpg,data\raw\images\fairface_0006131.jpg,train_identity_1033,train_identity_1033,train_identity_1190,Male_0-19_Medium
data\raw\images\fairface_0009018.jpg,data\raw\images\fairface_0009044.jpg,data\raw\images\fairface_0007699.jpg,train_identity_1033,train_identity_1033,train_identity_0261,Male_0-19_Medium
data\raw\images\fairface_0009047.jpg,data\raw\images\fairface_0009067.jpg,data\raw\images\fairface_0000992.jpg,train_identity_1034,train_identity_1034,train_identity_0110,Male_0-19_Medium
data\raw\images\fairface_0009047.jpg,data\raw\images\fairface_0009101.jpg,data\raw\images\fairface_0007271.jpg,train_identity_1034,train_identity_1034,train_identity_0258,Male_0-19_Medium
data\raw\images\fairface_0009047.jpg,data\raw\images\fairface_0009112.jpg,data\raw\images\fairface_0005143.jpg,train_identity_1034,train_identity_1034,train_identity_1374,Male_0-19_Medium
data\raw\images\fairface_0009067.jpg,data\raw\images\fairface_0009101.jpg,data\raw\images\fairface_0001624.jpg,train_identity_1034,train_identity_1034,train_identity_0948,Male_0-19_Medium
data\raw\images\fairface_0009067.jpg,data\raw\images\fairface_0009112.jpg,data\raw\images\fairface_0005122.jpg,train_identity_1034,train_identity_1034,train_identity_1720,Male_0-19_Medium
data\raw\images\fairface_0009101.jpg,data\raw\images\fairface_0009112.jpg,data\raw\images\fairface_0006392.jpg,train_identity_1034,train_identity_1034,train_identity_0174,Male_0-19_Medium
data\raw\images\fairface_0009117.jpg,data\raw\images\fairface_0009158.jpg,data\raw\images\fairface_0004625.jpg,train_identity_1035,train_identity_1035,train_identity_0554,Male_0-19_Medium
data\raw\images\fairface_0009117.jpg,data\raw\images\fairface_0009159.jpg,data\raw\images\fairface_0002565.jpg,train_identity_1035,train_identity_1035,train_identity_0683,Male_0-19_Medium
data\raw\images\fairface_0009117.jpg,data\raw\images\fairface_0009241.jpg,data\raw\images\fairface_0009952.jpg,train_identity_1035,train_identity_1035,train_identity_1685,Male_0-19_Medium
data\raw\images\fairface_0009158.jpg,data\raw\images\fairface_0009159.jpg,data\raw\images\fairface_0003952.jpg,train_identity_1035,train_identity_1035,train_identity_1160,Male_0-19_Medium
data\raw\images\fairface_0009158.jpg,data\raw\images\fairface_0009241.jpg,data\raw\images\fairface_0006872.jpg,train_identity_1035,train_identity_1035,train_identity_1416,Male_0-19_Medium
data\raw\images\fairface_0009159.jpg,data\raw\images\fairface_0009241.jpg,data\raw\images\fairface_0002278.jpg,train_identity_1035,train_identity_1035,train_identity_0125,Male_0-19_Medium
data\raw\images\fairface_0009242.jpg,data\raw\images\fairface_0009258.jpg,data\raw\images\fairface_0002046.jpg,train_identity_1036,train_identity_1036,train_identity_1518,Male_0-19_Medium
data\raw\images\fairface_0009242.jpg,data\raw\images\fairface_0009263.jpg,data\raw\images\fairface_0007834.jpg,train_identity_1036,train_identity_1036,train_identity_1438,Male_0-19_Medium
data\raw\images\fairface_0009242.jpg,data\raw\images\fairface_0009270.jpg,data\raw\images\fairface_0002651.jpg,train_identity_1036,train_identity_1036,train_identity_1059,Male_0-19_Medium
data\raw\images\fairface_0009258.jpg,data\raw\images\fairface_0009263.jpg,data\raw\images\fairface_0003416.jpg,train_identity_1036,train_identity_1036,train_identity_1153,Male_0-19_Medium
data\raw\images\fairface_0009258.jpg,data\raw\images\fairface_0009270.jpg,data\raw\images\fairface_0000231.jpg,train_identity_1036,train_identity_1036,train_identity_0280,Male_0-19_Medium
data\raw\images\fairface_0009263.jpg,data\raw\images\fairface_0009270.jpg,data\raw\images\fairface_0005609.jpg,train_identity_1036,train_identity_1036,train_identity_1385,Male_0-19_Medium
data\raw\images\fairface_0009271.jpg,data\raw\images\fairface_0009324.jpg,data\raw\images\fairface_0007550.jpg,train_identity_1037,train_identity_1037,train_identity_0617,Male_0-19_Medium
data\raw\images\fairface_0009271.jpg,data\raw\images\fairface_0009331.jpg,data\raw\images\fairface_0009288.jpg,train_identity_1037,train_identity_1037,train_identity_1474,Male_0-19_Medium
data\raw\images\fairface_0009271.jpg,data\raw\images\fairface_0009336.jpg,data\raw\images\fairface_0001715.jpg,train_identity_1037,train_identity_1037,train_identity_1651,Male_0-19_Medium
data\raw\images\fairface_0009324.jpg,data\raw\images\fairface_0009331.jpg,data\raw\images\fairface_0001101.jpg,train_identity_1037,train_identity_1037,train_identity_1279,Male_0-19_Medium
data\raw\images\fairface_0009324.jpg,data\raw\images\fairface_0009336.jpg,data\raw\images\fairface_0003474.jpg,train_identity_1037,train_identity_1037,train_identity_0235,Male_0-19_Medium
data\raw\images\fairface_0009331.jpg,data\raw\images\fairface_0009336.jpg,data\raw\images\fairface_0000191.jpg,train_identity_1037,train_identity_1037,train_identity_0001,Male_0-19_Medium
data\raw\images\fairface_0009346.jpg,data\raw\images\fairface_0009359.jpg,data\raw\images\fairface_0009148.jpg,train_identity_1038,train_identity_1038,train_identity_1238,Male_0-19_Medium
data\raw\images\fairface_0009346.jpg,data\raw\images\fairface_0009399.jpg,data\raw\images\fairface_0004121.jpg,train_identity_1038,train_identity_1038,train_identity_1066,Male_0-19_Medium
data\raw\images\fairface_0009346.jpg,data\raw\images\fairface_0009408.jpg,data\raw\images\fairface_0002532.jpg,train_identity_1038,train_identity_1038,train_identity_0507,Male_0-19_Medium
data\raw\images\fairface_0009359.jpg,data\raw\images\fairface_0009399.jpg,data\raw\images\fairface_0009980.jpg,train_identity_1038,train_identity_1038,train_identity_0213,Male_0-19_Medium
data\raw\images\fairface_0009359.jpg,data\raw\images\fairface_0009408.jpg,data\raw\images\fairface_0002063.jpg,train_identity_1038,train_identity_1038,train_identity_0051,Male_0-19_Medium
data\raw\images\fairface_0009399.jpg,data\raw\images\fairface_0009408.jpg,data\raw\images\fairface_0006085.jpg,train_identity_1038,train_identity_1038,train_identity_0801,Male_0-19_Medium
data\raw\images\fairface_0009427.jpg,data\raw\images\fairface_0009446.jpg,data\raw\images\fairface_0005740.jpg,train_identity_1039,train_identity_1039,train_identity_0250,Male_0-19_Medium
data\raw\images\fairface_0009427.jpg,data\raw\images\fairface_0009491.jpg,data\raw\images\fairface_0003105.jpg,train_identity_1039,train_identity_1039,train_identity_0829,Male_0-19_Medium
data\raw\images\fairface_0009427.jpg,data\raw\images\fairface_0009503.jpg,data\raw\images\fairface_0005865.jpg,train_identity_1039,train_identity_1039,train_identity_0377,Male_0-19_Medium
data\raw\images\fairface_0009446.jpg,data\raw\images\fairface_0009491.jpg,data\raw\images\fairface_0006068.jpg,train_identity_1039,train_identity_1039,train_identity_1725,Male_0-19_Medium
data\raw\images\fairface_0009446.jpg,data\raw\images\fairface_0009503.jpg,data\raw\images\fairface_0009934.jpg,train_identity_1039,train_identity_1039,train_identity_1684,Male_0-19_Medium
data\raw\images\fairface_0009491.jpg,data\raw\images\fairface_0009503.jpg,data\raw\images\fairface_0004144.jpg,train_identity_1039,train_identity_1039,train_identity_1349,Male_0-19_Medium
data\raw\images\fairface_0009511.jpg,data\raw\images\fairface_0009562.jpg,data\raw\images\fairface_0003657.jpg,train_identity_1040,train_identity_1040,train_identity_0886,Male_0-19_Medium
data\raw\images\fairface_0009511.jpg,data\raw\images\fairface_0009565.jpg,data\raw\images\fairface_0002119.jpg,train_identity_1040,train_identity_1040,train_identity_1304,Male_0-19_Medium
data\raw\images\fairface_0009511.jpg,data\raw\images\fairface_0009584.jpg,data\raw\images\fairface_0006001.jpg,train_identity_1040,train_identity_1040,train_identity_0379,Male_0-19_Medium
data\raw\images\fairface_0009562.jpg,data\raw\images\fairface_0009565.jpg,data\raw\images\fairface_0008170.jpg,train_identity_1040,train_identity_1040,train_identity_1678,Male_0-19_Medium
data\raw\images\fairface_0009562.jpg,data\raw\images\fairface_0009584.jpg,data\raw\images\fairface_0004409.jpg,train_identity_1040,train_identity_1040,train_identity_0350,Male_0-19_Medium
data\raw\images\fairface_0009565.jpg,data\raw\images\fairface_0009584.jpg,data\raw\images\fairface_0004139.jpg,train_identity_1040,train_identity_1040,train_identity_0976,Male_0-19_Medium
data\raw\images\fairface_0009589.jpg,data\raw\images\fairface_0009605.jpg,data\raw\images\fairface_0006538.jpg,train_identity_1041,train_identity_1041,train_identity_0594,Male_0-19_Medium
data\raw\images\fairface_0009589.jpg,data\raw\images\fairface_0009633.jpg,data\raw\images\fairface_0004854.jpg,train_identity_1041,train_identity_1041,train_identity_1369,Male_0-19_Medium
data\raw\images\fairface_0009589.jpg,data\raw\images\fairface_0009651.jpg,data\raw\images\fairface_0007253.jpg,train_identity_1041,train_identity_1041,train_identity_1207,Male_0-19_Medium
data\raw\images\fairface_0009605.jpg,data\raw\images\fairface_0009633.jpg,data\raw\images\fairface_0003862.jpg,train_identity_1041,train_identity_1041,train_identity_0753,Male_0-19_Medium
data\raw\images\fairface_0009605.jpg,data\raw\images\fairface_0009651.jpg,data\raw\images\fairface_0006953.jpg,train_identity_1041,train_identity_1041,train_identity_0802,Male_0-19_Medium
data\raw\images\fairface_0009633.jpg,data\raw\images\fairface_0009651.jpg,data\raw\images\fairface_0007483.jpg,train_identity_1041,train_identity_1041,train_identity_1430,Male_0-19_Medium
data\raw\images\fairface_0009703.jpg,data\raw\images\fairface_0009716.jpg,data\raw\images\fairface_0001838.jpg,train_identity_1042,train_identity_1042,train_identity_0951,Male_0-19_Medium
data\raw\images\fairface_0009703.jpg,data\raw\images\fairface_0009772.jpg,data\raw\images\fairface_0006158.jpg,train_identity_1042,train_identity_1042,train_identity_1668,Male_0-19_Medium
data\raw\images\fairface_0009703.jpg,data\raw\images\fairface_0009788.jpg,data\raw\images\fairface_0001678.jpg,train_identity_1042,train_identity_1042,train_identity_0304,Male_0-19_Medium
data\raw\images\fairface_0009716.jpg,data\raw\images\fairface_0009772.jpg,data\raw\images\fairface_0006028.jpg,train_identity_1042,train_identity_1042,train_identity_0581,Male_0-19_Medium
data\raw\images\fairface_0009716.jpg,data\raw\images\fairface_0009788.jpg,data\raw\images\fairface_0005338.jpg,train_identity_1042,train_identity_1042,train_identity_0247,Male_0-19_Medium
data\raw\images\fairface_0009772.jpg,data\raw\images\fairface_0009788.jpg,data\raw\images\fairface_0005736.jpg,train_identity_1042,train_identity_1042,train_identity_0023,Male_0-19_Medium
data\raw\images\fairface_0009797.jpg,data\raw\images\fairface_0009816.jpg,data\raw\images\fairface_0005279.jpg,train_identity_1043,train_identity_1043,train_identity_0070,Male_0-19_Medium
data\raw\images\fairface_0009797.jpg,data\raw\images\fairface_0009842.jpg,data\raw\images\fairface_0008175.jpg,train_identity_1043,train_identity_1043,train_identity_0088,Male_0-19_Medium
data\raw\images\fairface_0009797.jpg,data\raw\images\fairface_0009872.jpg,data\raw\images\fairface_0000524.jpg,train_identity_1043,train_identity_1043,train_identity_0286,Male_0-19_Medium
data\raw\images\fairface_0009816.jpg,data\raw\images\fairface_0009842.jpg,data\raw\images\fairface_0009535.jpg,train_identity_1043,train_identity_1043,train_identity_1482,Male_0-19_Medium
data\raw\images\fairface_0009816.jpg,data\raw\images\fairface_0009872.jpg,data\raw\images\fairface_0005448.jpg,train_identity_1043,train_identity_1043,train_identity_0568,Male_0-19_Medium
data\raw\images\fairface_0009842.jpg,data\raw\images\fairface_0009872.jpg,data\raw\images\fairface_0002819.jpg,train_identity_1043,train_identity_1043,train_identity_0325,Male_0-19_Medium
data\raw\images\fairface_0009901.jpg,data\raw\images\fairface_0009923.jpg,data\raw\images\fairface_0008352.jpg,train_identity_1044,train_identity_1044,train_identity_1026,Male_0-19_Medium
data\raw\images\fairface_0009901.jpg,data\raw\images\fairface_0009994.jpg,data\raw\images\fairface_0002984.jpg,train_identity_1044,train_identity_1044,train_identity_0715,Male_0-19_Medium
data\raw\images\fairface_0009923.jpg,data\raw\images\fairface_0009994.jpg,data\raw\images\fairface_0001582.jpg,train_identity_1044,train_identity_1044,train_identity_1052,Male_0-19_Medium
data\raw\images\fairface_0000091.jpg,data\raw\images\fairface_0000111.jpg,data\raw\images\fairface_0004805.jpg,train_identity_1045,train_identity_1045,train_identity_0358,Male_20-39_Dark
data\raw\images\fairface_0000091.jpg,data\raw\images\fairface_0000115.jpg,data\raw\images\fairface_0003955.jpg,train_identity_1045,train_identity_1045,train_identity_0721,Male_20-39_Dark
data\raw\images\fairface_0000091.jpg,data\raw\images\fairface_0000116.jpg,data\raw\images\fairface_0001178.jpg,train_identity_1045,train_identity_1045,train_identity_0942,Male_20-39_Dark
data\raw\images\fairface_0000111.jpg,data\raw\images\fairface_0000115.jpg,data\raw\images\fairface_0005616.jpg,train_identity_1045,train_identity_1045,train_identity_0571,Male_20-39_Dark
data\raw\images\fairface_0000111.jpg,data\raw\images\fairface_0000116.jpg,data\raw\images\fairface_0007861.jpg,train_identity_1045,train_identity_1045,train_identity_0807,Male_20-39_Dark
data\raw\images\fairface_0000115.jpg,data\raw\images\fairface_0000116.jpg,data\raw\images\fairface_0005262.jpg,train_identity_1045,train_identity_1045,train_identity_1720,Male_20-39_Dark
data\raw\images\fairface_0000125.jpg,data\raw\images\fairface_0000162.jpg,data\raw\images\fairface_0006910.jpg,train_identity_1046,train_identity_1046,train_identity_0772,Male_20-39_Dark
data\raw\images\fairface_0000125.jpg,data\raw\images\fairface_0000202.jpg,data\raw\images\fairface_0009443.jpg,train_identity_1046,train_identity_1046,train_identity_1242,Male_20-39_Dark
data\raw\images\fairface_0000125.jpg,data\raw\images\fairface_0000371.jpg,data\raw\images\fairface_0005408.jpg,train_identity_1046,train_identity_1046,train_identity_1181,Male_20-39_Dark
data\raw\images\fairface_0000162.jpg,data\raw\images\fairface_0000202.jpg,data\raw\images\fairface_0008796.jpg,train_identity_1046,train_identity_1046,train_identity_0266,Male_20-39_Dark
data\raw\images\fairface_0000162.jpg,data\raw\images\fairface_0000371.jpg,data\raw\images\fairface_0007223.jpg,train_identity_1046,train_identity_1046,train_identity_1207,Male_20-39_Dark
data\raw\images\fairface_0000202.jpg,data\raw\images\fairface_0000371.jpg,data\raw\images\fairface_0006720.jpg,train_identity_1046,train_identity_1046,train_identity_1199,Male_20-39_Dark
data\raw\images\fairface_0000395.jpg,data\raw\images\fairface_0000531.jpg,data\raw\images\fairface_0003410.jpg,train_identity_1047,train_identity_1047,train_identity_0139,Male_20-39_Dark
